operator,tenure_type,tenure_no,field,reservoir,basin,period,metric,value
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Total gas produced (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Gas flared or vented (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Gas used in production (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Water (ML),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,No. of wells producing petroleum,NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Water (ML),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,No. of wells producing petroleum,NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Total gas produced (Mm3),0
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas flared or vented (Mm3),0
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas used in production (Mm3),0
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Water (ML),0
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,No. of wells producing petroleum,0
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Total gas produced (Mm3),0
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas flared or vented (Mm3),0
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas used in production (Mm3),0
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Water (ML),0
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,No. of wells producing petroleum,0
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Total gas produced (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas flared or vented (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas used in production (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Water (ML),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,No. of wells producing petroleum,NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Total gas produced (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas flared or vented (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas used in production (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Water (ML),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,No. of wells producing petroleum,NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Water (ML),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Water (ML),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Water (ML),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Water (ML),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Water (ML),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Water (ML),NA
QGC,PL,274,Broadwater (Mini),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2005,Total gas produced (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2005,Gas flared or vented (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2005,Gas used in production (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2005,Water (ML),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2005,No. of wells producing petroleum,NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2005,Total gas produced (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2005,Gas flared or vented (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2005,Gas used in production (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2005,Water (ML),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2005,No. of wells producing petroleum,NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2006,Total gas produced (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2006,Gas flared or vented (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2006,Gas used in production (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2006,Water (ML),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2006,No. of wells producing petroleum,NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2006,Total gas produced (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2006,Gas flared or vented (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2006,Gas used in production (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2006,Water (ML),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2006,No. of wells producing petroleum,NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2007,Total gas produced (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2007,Gas flared or vented (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2007,Gas used in production (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2007,Water (ML),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2007,No. of wells producing petroleum,NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2007,Total gas produced (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2007,Gas flared or vented (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2007,Gas used in production (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2007,Water (ML),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2007,No. of wells producing petroleum,NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2008,Total gas produced (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2008,Gas flared or vented (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2008,Gas used in production (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2008,Water (ML),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2008,No. of wells producing petroleum,NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2008,Total gas produced (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2008,Gas flared or vented (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2008,Gas used in production (Mm3),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2008,Water (ML),NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2008,No. of wells producing petroleum,NA
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2009,Total gas produced (Mm3),14.44
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2009,Gas flared or vented (Mm3),0.06
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2009,Gas used in production (Mm3),0.64
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2009,Water (ML),71.2233
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2009,No. of wells producing petroleum,16
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2009,Total gas produced (Mm3),97.72
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2009,Gas flared or vented (Mm3),0.74
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2009,Gas used in production (Mm3),2.07
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2009,Water (ML),255.7025
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2009,No. of wells producing petroleum,28
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,Total gas produced (Mm3),97.29
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,Gas flared or vented (Mm3),0.44
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,Gas used in production (Mm3),4.16
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,Water (ML),283.7345
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2010,No. of wells producing petroleum,27
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Total gas produced (Mm3),94.87
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Gas flared or vented (Mm3),0.78
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Gas used in production (Mm3),4.08
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,Water (ML),259.1698
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2010,No. of wells producing petroleum,23
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),104.23
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),0.24
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),4.81
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Water (ML),193.2464
QGC,PL,180,"Codie, Lauren, Kenya",Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,No. of wells producing petroleum,34
